Date,ABR_Deaths,ABR_Recovered,ABR_Tested,ABR_TestedPositive,BAS_Deaths,BAS_Recovered,BAS_Tested,BAS_TestedPositive,BZ_Deaths,BZ_Recovered,BZ_Tested,BZ_TestedPositive,CAL_Deaths,CAL_Recovered,CAL_Tested,CAL_TestedPositive,CAM_Deaths,CAM_Recovered,CAM_Tested,CAM_TestedPositive,EMR_Deaths,EMR_Recovered,EMR_Tested,EMR_TestedPositive,FVG_Deaths,FVG_Recovered,FVG_Tested,FVG_TestedPositive,LAZ_Deaths,LAZ_Recovered,LAZ_Tested,LAZ_TestedPositive,LIG_Deaths,LIG_Recovered,LIG_Tested,LIG_TestedPositive,LOM_Deaths,LOM_Recovered,LOM_Tested,LOM_TestedPositive,MAR_Deaths,MAR_Recovered,MAR_Tested,MAR_TestedPositive,MOL_Deaths,MOL_Recovered,MOL_Tested,MOL_TestedPositive,PIE_Deaths,PIE_Recovered,PIE_Tested,PIE_TestedPositive,PUG_Deaths,PUG_Recovered,PUG_Tested,PUG_TestedPositive,SAR_Deaths,SAR_Recovered,SAR_Tested,SAR_TestedPositive,SIC_Deaths,SIC_Recovered,SIC_Tested,SIC_TestedPositive,TN_Deaths,TN_Recovered,TN_Tested,TN_TestedPositive,TOS_Deaths,TOS_Recovered,TOS_Tested,TOS_TestedPositive,UMB_Deaths,UMB_Recovered,UMB_Tested,UMB_TestedPositive,VDA_Deaths,VDA_Recovered,VDA_Tested,VDA_TestedPositive,VEN_Deaths,VEN_Recovered,VEN_Tested,VEN_TestedPositive
2020-04-26,2,18,196,27,0,4,285,5,4,42,823,5,0,15,894,1,4,39,2697,32,39,208,5045,241,1,-151,1306,14,2,71,3323,85,21,119,1482,187,56,171,10857,920,5,12,1067,53,0,2,376,4,56,321,4035,394,8,10,1364,36,6,14,750,9,4,196,1853,35,5,113,1481,56,18,191,1899,132,1,2,630,2,1,64,169,6,27,347,9384,80
2020-04-27,4,49,356,15,0,2,287,0,1,68,1209,15,3,19,934,7,7,58,1509,18,45,283,3051,212,7,43,1259,60,8,86,3092,83,14,40,1432,154,124,191,5053,590,5,9,702,16,0,0,89,0,55,234,4206,278,6,29,984,10,0,10,294,3,3,11,546,30,2,74,1010,101,17,101,1654,32,1,10,254,2,2,22,416,5,29,357,3666,108
2020-04-28,11,54,1180,25,0,12,525,0,2,30,490,2,2,17,1968,1,6,100,1839,31,41,433,7610,252,7,30,3211,18,17,58,3895,75,13,126,1680,130,126,440,8573,869,9,15,1548,48,0,6,120,1,58,296,5183,352,2,13,1520,22,0,6,721,2,1,14,2358,35,5,167,687,30,16,123,4569,52,0,21,1058,9,2,32,346,8,64,324,8191,129
2020-04-29,5,33,1258,24,0,11,442,0,2,72,1088,9,1,15,1159,5,1,49,2528,30,40,364,4276,263,7,20,2618,15,17,88,4839,78,11,101,1501,117,104,304,14472,786,6,16,1592,35,0,2,134,0,67,329,6735,411,3,38,1838,49,7,9,1183,5,0,18,2352,20,4,142,1169,44,16,278,3865,61,1,25,1056,12,2,77,284,5,29,320,9438,117
2020-04-30,5,63,1382,7,0,3,1443,1,1,53,1079,11,0,19,989,6,0,22,3014,13,39,2519,5992,259,4,68,1161,15,10,128,4093,71,15,114,1542,104,93,416,11048,598,7,167,3583,37,0,4,536,1,63,393,5268,428,5,16,2126,43,0,22,1455,5,3,11,4309,26,2,138,1526,47,15,124,4367,60,1,28,1522,1,0,50,450,4,22,335,11571,135
2020-05-01,4,18,1389,18,0,10,495,11,3,52,1606,10,0,17,1151,4,0,41,3832,21,28,259,5407,208,5,66,3083,16,41,37,6208,56,17,149,2437,133,88,387,13701,737,5,22,1753,28,0,2,17,2,31,295,6034,395,6,23,1832,27,1,17,1488,18,2,12,3191,28,5,88,1304,16,12,292,4607,93,1,29,1303,1,0,2,138,5,20,486,13232,138
2020-05-02,3,45,531,16,0,4,453,2,1,60,901,7,2,12,874,0,3,44,3652,15,35,332,3871,206,1,23,2842,18,15,63,3274,84,11,95,2003,186,329,10,13058,533,5,24,1593,23,0,9,612,1,29,309,5911,495,1,26,1078,34,2,14,748,2,3,1,1492,19,2,58,1741,49,9,79,1767,80,0,9,310,1,0,-3,182,3,23,451,8519,126
2020-05-03,3,40,783,32,0,3,488,6,2,37,436,1,0,13,907,2,2,18,2906,25,28,416,4940,166,2,33,1135,13,11,109,3834,53,14,80,1290,47,42,225,7155,526,11,17,1578,21,1,0,0,0,26,306,3729,251,2,8,1073,11,0,45,747,4,2,8,1603,27,4,97,1516,66,9,66,2691,38,0,13,751,0,1,-6,149,6,14,212,7224,94
2020-05-04,2,33,409,4,0,21,691,0,3,31,433,5,0,32,603,4,2,27,4045,14,24,196,3352,159,2,39,431,4,16,22,2381,38,12,84,1600,53,63,133,7978,577,5,31,986,44,0,3,253,0,34,234,3870,192,5,14,724,9,0,34,315,-2,2,14,1211,15,1,92,966,11,9,78,1533,38,2,0,221,0,1,-1,171,1,12,108,5458,55
2020-05-05,3,50,1381,25,0,6,575,10,2,23,591,1,0,25,1071,1,3,198,2525,20,39,364,5739,100,4,71,3089,9,10,72,4014,67,11,133,1530,63,95,620,6455,500,4,12,1858,29,0,1,200,0,30,361,5238,152,4,19,1961,17,0,12,815,1,3,9,4140,12,3,124,809,3,8,111,4813,30,0,11,954,6,0,0,213,0,17,130,7292,29
2020-05-06,6,34,1314,22,0,8,627,3,0,34,964,1,1,8,1319,3,7,197,3480,14,32,362,5486,104,3,28,919,9,4,14,3587,81,11,186,2071,76,222,5881,14516,764,7,5,1781,29,0,1,368,3,31,599,6741,165,5,57,1816,26,0,20,1099,1,3,12,1693,14,4,74,1849,19,10,118,4293,26,0,9,1330,4,0,-14,156,3,23,381,8854,77
2020-05-07,7,39,1218,25,1,0,169,-16,0,37,863,9,0,14,1026,3,3,207,4477,9,29,459,5387,108,2,46,2583,13,5,119,4446,39,11,141,1753,94,134,324,15488,720,5,15,1980,31,0,10,341,1,35,550,6527,196,3,149,1852,49,0,45,1098,5,1,80,2696,7,1,74,1781,3,16,382,4509,26,0,31,1460,1,0,1,299,4,21,308,10406,74
2020-05-08,3,60,1082,6,0,2,505,-1,3,52,817,6,1,14,1126,1,7,141,4374,21,31,361,4827,111,0,25,890,9,6,66,4159,52,11,139,2085,78,94,572,10993,634,6,21,1487,18,0,8,265,22,23,572,6599,233,2,76,1928,11,0,36,1155,6,2,11,3016,13,0,40,1720,2,15,147,4234,38,1,22,1435,1,0,8,341,1,38,374,10737,65
2020-05-09,4,41,1087,8,1,6,656,0,1,37,950,9,0,10,1091,3,2,59,5412,14,30,420,5500,121,0,50,5482,8,4,26,4949,47,11,198,1395,15,85,2138,11478,502,4,27,1461,23,0,-1,189,20,26,328,4617,181,0,34,1919,30,0,7,1111,4,3,56,2837,12,0,49,2058,7,7,161,4300,24,0,9,1351,1,0,6,163,1,16,347,11165,53
2020-05-10,4,18,920,17,0,5,483,3,0,16,713,2,1,18,1040,3,3,59,4008,12,18,269,4271,77,2,22,1065,6,4,87,4121,32,5,127,2396,50,62,292,7369,282,2,17,2402,40,0,10,473,23,36,364,4570,116,5,82,1756,27,1,40,716,6,0,25,855,14,3,44,1761,3,5,325,3612,29,0,2,1349,4,0,10,390,5,14,323,7408,51
2020-05-11,7,59,793,4,0,2,350,1,0,15,448,3,2,28,1154,2,1,19,4223,14,22,209,2982,80,2,27,1411,8,5,12,2829,25,12,88,1492,44,68,75,7508,364,4,30,1463,10,0,2,226,13,33,390,3413,111,3,136,1338,14,0,7,595,3,1,18,731,12,2,51,1359,2,8,79,1261,13,0,6,551,1,0,7,230,1,9,141,6383,19
2020-05-12,4,65,1392,8,0,3,834,1,0,10,362,0,0,4,1155,4,1,44,2211,13,18,274,4559,53,1,38,2191,10,4,39,3687,22,8,88,1345,31,62,707,20602,1033,5,39,1584,25,0,6,591,3,28,239,4288,113,5,128,1755,10,0,6,835,1,4,151,1883,4,2,72,1936,6,9,238,5382,15,0,6,1775,7,1,4,352,2,20,291,8284,41
2020-05-13,5,66,1066,12,0,11,578,2,0,27,800,3,0,19,1367,2,1,76,3117,15,20,329,4705,50,3,27,1549,8,11,65,3547,38,13,115,2015,67,69,968,10919,394,2,213,1436,20,0,10,81,15,32,830,6717,169,4,106,2221,11,0,16,1234,1,1,32,2974,11,1,102,2663,9,5,300,4175,27,1,2,1482,0,1,13,362,3,26,175,8965,31
2020-05-14,4,12,1499,9,0,4,607,0,0,36,834,3,2,28,1263,3,0,59,3568,9,25,253,4708,77,1,13,2400,5,18,162,4285,41,15,108,2074,65,111,487,14080,522,3,121,1990,15,0,4,165,2,33,718,7894,151,1,77,1864,9,5,21,1324,0,1,46,3146,12,2,69,2846,3,9,196,4156,30,1,14,1516,1,0,16,323,3,31,303,11334,32
2020-05-15,2,38,1168,12,0,7,566,0,0,21,924,0,0,20,1651,1,2,42,3606,15,13,341,4906,54,1,42,3400,14,9,72,4682,73,7,115,1764,65,115,2394,12162,299,3,122,1511,16,0,6,241,4,64,851,6825,137,0,81,2110,9,0,7,1810,3,0,102,1792,8,3,99,2857,3,3,241,4183,24,0,4,1554,2,1,8,313,6,19,304,10151,44
2020-05-16,2,59,1644,30,0,8,645,1,0,16,764,0,0,38,1390,7,0,40,4717,14,17,204,4777,72,1,68,1294,8,12,86,4339,32,10,111,2056,51,39,427,14145,399,5,156,2860,23,0,15,391,3,37,511,5568,137,2,83,1924,8,0,50,1413,4,2,107,2034,8,2,67,1683,8,3,252,3338,30,0,9,1369,0,0,3,422,1,21,295,12406,39
2020-05-17,2,7,1545,8,0,11,671,2,0,32,725,3,0,52,1213,0,0,30,3526,16,13,233,2832,50,0,34,2362,8,6,156,4228,50,9,116,2086,48,69,506,11809,326,2,115,1445,25,0,0,226,1,18,509,4296,64,7,85,1424,5,0,11,992,1,2,108,2463,6,0,56,4276,12,5,171,3319,35,0,5,786,2,1,6,334,0,11,123,9543,13
2020-05-18,3,13,680,7,0,11,414,0,1,7,433,1,0,21,863,0,3,31,3691,11,13,153,2782,35,1,39,818,7,6,117,3306,39,12,137,1331,32,24,508,5078,175,0,261,429,11,0,10,429,11,20,417,4108,72,1,28,866,7,1,24,1138,0,0,23,1433,7,0,66,514,13,5,237,1179,13,0,1,323,0,0,9,158,1,9,37,6433,9
2020-05-19,1,27,1048,4,0,10,766,1,0,4,665,5,0,21,1143,2,0,167,3747,12,11,231,4312,47,0,26,782,5,12,48,4405,20,9,132,2108,66,54,190,14918,462,2,182,900,-3,0,5,78,0,47,300,5010,108,2,62,1933,10,0,40,1026,1,1,22,3181,8,2,49,518,7,3,254,3960,7,1,13,1543,3,0,12,336,1,17,280,10779,47
2020-05-20,0,80,2178,8,0,11,639,0,0,36,784,0,1,31,1158,3,2,81,3539,7,11,271,6162,50,2,8,3015,6,7,21,3972,28,10,108,1547,32,65,849,11508,294,1,155,108,2,0,14,566,0,39,603,6135,158,5,45,2061,11,0,11,1159,1,0,9,1533,8,0,88,1340,10,6,214,5138,14,0,0,1398,0,0,3,257,0,12,243,12998,33
2020-05-21,2,50,1038,7,0,14,551,1,0,22,794,0,0,27,1256,0,2,76,5078,9,17,208,4555,53,1,23,2870,6,15,159,4222,25,11,147,1871,55,65,207,14702,316,3,151,1792,12,0,5,95,1,24,522,6662,105,0,69,1694,6,1,13,1223,1,0,7,3775,6,0,70,1818,10,6,252,4316,18,0,7,1251,2,0,4,341,1,9,245,11775,8
2020-05-22,3,98,1795,8,0,11,508,0,0,29,1084,3,0,25,1123,1,1,90,5983,10,12,237,3940,53,2,103,2521,12,7,26,5019,31,10,202,2518,45,57,1018,19028,293,0,72,1664,8,0,13,363,3,15,330,5347,87,4,24,2113,27,1,11,1394,0,0,7,2083,4,0,-531,2152,10,5,121,3890,35,0,2,1225,0,0,1,270,1,13,271,11360,21
2020-05-23,0,12,1334,1,0,12,466,4,0,10,1483,0,0,14,1045,0,0,30,4867,11,10,193,4525,43,2,30,2627,6,7,65,3653,18,7,205,2206,38,56,688,17191,441,3,56,1108,4,0,0,401,5,14,473,5264,60,4,37,2036,8,1,18,1486,0,1,6,2482,0,1,48,2184,7,2,30,3541,12,0,4,1313,1,0,8,297,0,11,181,12901,10
2020-05-24,4,77,1196,5,0,3,600,1,0,22,902,3,0,13,1060,0,1,9,5414,5,8,150,4494,45,2,48,2163,3,8,24,2755,20,5,158,1438,53,0,301,11457,285,1,33,1058,13,0,7,209,1,12,353,3263,43,1,21,1832,10,0,42,1121,0,0,61,1336,2,1,38,1603,9,2,79,3089,15,1,2,708,0,0,4,251,1,4,194,9875,17
2020-05-25,2,45,982,1,0,3,523,0,0,11,502,0,0,11,556,0,0,61,3360,6,13,114,2305,29,0,30,1271,4,4,27,2342,16,6,79,1299,17,34,513,5641,148,1,31,555,2,0,6,89,0,15,240,2858,48,4,120,1100,9,0,12,277,-2,1,23,2012,4,1,18,666,1,2,67,1138,5,0,7,199,0,0,0,96,1,9,84,7470,11
2020-05-26,0,140,1265,3,0,0,563,0,0,5,389,0,0,26,1006,0,0,41,4379,12,8,229,3673,24,0,22,1289,11,5,29,3127,18,6,165,2206,53,22,875,9176,159,1,88,1015,2,0,3,137,0,14,627,5455,86,3,138,2203,2,1,6,895,0,1,5,2421,3,3,11,695,10,6,111,4523,3,0,5,1097,1,0,4,87,2,8,147,12073,8
2020-05-27,0,48,1740,5,0,0,537,0,0,8,783,0,0,49,1117,1,1,43,5879,6,7,157,3714,16,2,21,1651,4,8,53,3320,11,7,201,2157,39,58,766,12503,384,0,125,1250,0,0,10,177,2,16,534,5098,73,1,35,2626,10,0,10,1326,1,1,116,2613,5,1,42,1120,7,6,68,3871,12,0,10,1206,0,0,4,197,0,9,143,14439,8
2020-05-28,2,42,1315,2,0,2,608,0,0,16,1042,2,0,20,1325,0,4,134,3344,4,11,311,9128,74,2,25,2952,7,7,97,3706,21,7,133,1790,16,20,1486,15507,382,1,104,1575,1,0,4,218,1,10,440,5787,58,1,119,2447,2,0,15,1293,0,0,176,2221,3,0,22,749,3,2,82,4020,4,0,-1,1239,0,0,5,194,1,3,271,15433,12
2020-05-29,2,52,1513,0,0,1,567,0,0,3,816,0,1,10,1175,0,1,35,4601,10,8,216,6213,38,0,18,4823,5,13,245,3274,16,7,158,1548,14,38,546,14078,354,-11,9,1279,4,0,2,262,1,13,457,5139,56,4,109,2642,1,0,11,1244,1,0,10,3463,2,0,51,1787,3,2,125,3365,2,1,1,1315,0,0,4,106,0,8,177,12925,9
2020-05-30,0,0,0,0,0,2,512,0,0,18,1300,1,0,8,1203,0,0,15,4364,10,5,300,4464,20,0,22,1138,4,7,107,4121,6,7,238,2719,32,67,1028,14301,221,1,8,1095,4,0,6,262,0,7,443,6331,82,0,69,2177,8,0,4,749,0,1,139,2892,2,0,45,1760,1,6,95,3389,12,0,0,1250,0,0,3,213,1,10,239,15102,12
2020-05-31,1,1,2351,7,0,2,459,0,0,11,842,1,0,7,940,0,1,5,3510,5,7,140,4109,31,0,29,2402,2,7,78,2086,13,6,118,1471,12,33,990,12427,210,0,12,1150,3,0,11,260,0,9,174,3305,54,4,45,1887,4,0,1,716,0,1,13,1183,1,0,63,1993,1,4,55,2649,4,0,0,530,0,0,3,231,1,2,116,9617,6
2020-06-01,3,29,1272,1,0,1,76,0,0,5,874,1,0,9,618,0,1,44,2315,4,10,104,3876,19,2,11,1053,1,4,95,2089,10,2,112,1424,56,19,166,3572,50,0,11,360,0,0,10,188,0,9,111,2343,21,2,24,998,4,1,24,391,1,0,19,1132,0,0,13,677,2,7,25,1755,3,0,0,188,0,0,1,27,3,0,34,6166,2
2020-06-02,5,0,968,4,0,4,468,0,0,3,522,0,0,23,725,0,2,50,2976,3,12,163,4271,19,1,23,1093,2,2,50,2539,5,1,79,1273,15,12,781,8676,187,0,5,974,4,0,2,132,0,8,283,3621,57,2,102,1810,0,0,6,537,0,1,4,2231,4,1,9,552,0,5,76,3333,10,0,0,1028,0,0,4,97,0,3,70,14333,8
2020-06-03,1,9,464,3,0,1,284,0,0,0,322,0,0,2,620,0,0,33,2020,12,11,76,3001,14,0,11,1726,0,6,33,2359,10,5,44,946,17,29,239,11355,237,0,17,711,1,0,6,172,0,14,147,2109,19,3,13,1046,1,0,9,381,0,0,86,1456,0,0,62,1234,1,2,40,1989,4,0,0,232,0,0,0,86,0,0,18,4786,2
2020-06-04,1,34,1364,3,0,3,388,0,1,7,548,0,0,8,835,0,5,35,1147,1,7,162,5080,18,0,23,692,3,3,72,2919,11,6,135,1581,21,29,55,3410,84,1,9,4398,3,1,1,138,0,12,142,4035,24,3,70,2543,4,0,38,951,0,1,0,2995,0,1,14,610,0,4,87,3595,1,0,0,1203,0,0,3,99,0,13,59,11422,4
2020-06-05,0,36,1252,2,0,2,389,0,0,12,953,1,0,6,1114,1,5,51,2485,0,13,180,5436,17,2,32,3304,1,4,49,3181,9,7,157,1742,14,21,752,19389,402,1,11,1354,2,0,3,307,0,17,219,4573,49,7,118,2471,4,0,43,1238,2,0,8,2771,1,0,84,1285,0,4,29,3746,7,0,2,938,0,0,0,75,0,4,92,7025,6
2020-06-06,3,15,1360,1,0,1,397,0,0,2,1112,1,0,6,1104,0,1,35,2918,0,4,109,4000,17,0,22,4092,3,4,37,3101,28,6,6,1558,13,27,469,13696,142,2,98,1309,2,0,1,954,0,7,233,4362,38,1,91,2378,4,0,10,1351,3,0,8,2793,2,0,20,1243,1,5,72,2790,5,0,1,1194,0,1,-1,143,2,11,62,20630,8
2020-06-07,0,7,688,7,0,3,265,0,0,6,1177,3,0,0,852,0,0,17,2494,4,4,98,4806,14,1,9,1335,0,2,16,2467,11,7,8,1360,13,21,183,8005,125,0,39,989,3,0,1,269,0,7,208,3178,10,3,22,2033,0,0,1,1027,0,1,4,1553,1,0,23,1479,1,2,34,2808,1,0,0,843,1,0,5,175,2,5,75,11675,1
2020-06-08,0,21,695,0,0,1,573,0,0,1,502,1,0,14,359,0,0,10,1135,2,4,62,5010,20,1,7,357,1,3,88,1756,16,6,3,1163,14,32,263,4488,194,0,86,581,2,0,1,175,0,13,97,1570,14,0,36,1233,1,0,3,338,0,1,9,708,1,0,2,187,1,4,34,1600,9,0,0,234,0,0,1,5,0,1,8,4443,4
2020-06-09,33,33,985,1,0,0,465,1,0,2,395,0,0,9,715,0,0,47,1629,5,6,138,6523,18,0,16,859,0,3,65,3687,23,4,3,1481,8,15,1199,9848,192,1,82,1200,0,0,1,196,2,7,209,3846,21,1,84,2461,0,0,1,762,-1,0,2,2869,2,0,3,702,3,3,91,3386,1,0,3,1014,3,0,0,130,0,6,74,11850,4
2020-06-10,2,15,1382,0,0,3,366,0,0,1,752,0,0,14,958,0,2,32,2640,1,7,112,7793,24,1,16,3977,2,4,18,4058,18,4,20,2132,20,32,507,9305,99,0,48,810,3,0,1,213,1,15,310,4967,26,3,53,2752,0,0,4,903,0,0,1,2822,1,0,1,1212,0,1,91,3399,3,0,2,939,1,0,2,101,0,0,42,11218,3
2020-06-11,0,12,1484,1,0,0,406,1,0,-3,702,2,0,4,851,2,2,33,3521,3,0,86,9942,25,1,1,897,1,6,63,4258,20,1,4,1631,10,25,744,13376,252,0,46,1400,1,0,4,335,0,12,219,4220,42,1,90,2945,1,0,8,958,1,1,3,3045,0,0,11,1230,2,1,27,3147,10,0,2,868,0,0,0,127,0,3,45,7129,5
2020-06-12,0,15,1173,4,0,0,420,0,-1,1,753,2,0,5,1038,0,0,35,3728,-229,4,212,8319,33,0,7,4146,3,5,317,3981,27,2,6,1666,7,31,557,14837,272,1,152,1325,1,0,2,402,0,8,309,3207,31,2,28,2522,2,0,2,936,1,0,8,1804,0,0,5,1431,2,1,17,3055,7,0,2,956,0,0,-3,106,0,3,70,14815,0
2020-06-13,1,22,1601,4,0,1,304,0,0,8,876,2,0,3,1192,1,0,9,4115,0,3,115,7363,28,1,8,961,6,25,865,2785,25,2,7,1551,4,23,426,9474,210,0,75,1263,2,0,17,383,0,10,107,4059,40,0,17,2061,0,1,7,1010,0,0,0,2086,1,0,1,1738,3,2,13,2831,7,0,3,965,0,0,2,102,0,10,74,3030,13
2020-06-14,2,0,1105,4,0,0,458,0,0,3,460,3,0,1,726,0,0,19,5624,1,5,102,6137,17,0,2,1954,0,2,47,2961,14,3,2,834,4,21,1019,9336,244,0,55,1046,4,0,23,350,0,6,196,2842,30,0,4,1344,0,0,1,690,0,0,6,1119,1,0,5,1772,1,3,8,2577,8,1,0,821,0,0,0,121,0,1,12,14250,7
2020-06-15,0,25,255,0,0,0,94,0,1,-2,150,-2,0,7,411,0,0,34,1090,4,3,145,3945,11,0,4,1121,0,3,30,1975,3,4,1,1208,8,8,264,6637,259,0,13,266,4,0,4,280,0,0,46,1229,2,2,7,1378,1,0,0,365,0,1,32,889,1,1,0,396,1,3,15,1582,8,0,2,259,0,0,-5,53,0,0,18,4524,1
2020-06-16,1,18,1174,1,0,1,433,0,0,1,316,0,0,1,889,0,0,16,1282,0,2,106,6200,13,0,1,495,1,3,169,2715,9,4,4,1336,4,9,877,7044,143,1,16,1030,1,0,5,243,0,6,177,3654,29,1,56,2855,0,0,2,1068,2,0,1,2187,2,0,2,390,0,3,26,3129,3,0,1,1200,1,0,2,114,0,4,34,9128,1
2020-06-17,0,31,1517,1,0,0,345,0,0,6,569,0,0,3,984,0,1,15,15545,1,6,68,9546,14,0,2,3624,2,4,96,3601,10,3,0,1621,5,14,489,11559,242,0,17,1120,1,0,4,267,1,8,98,4217,41,1,28,2661,0,0,3,1250,1,0,3,1898,2,0,7,1145,1,1,20,3800,2,0,0,1076,0,0,2,154,0,5,37,11202,4
2020-06-18,1,3,1155,0,0,0,371,0,0,4,724,2,0,1,957,3,0,17,1448,1,4,92,8621,32,0,4,1421,2,4,47,3263,9,4,1,1505,7,36,505,11475,216,0,12,1569,4,0,2,349,0,6,120,3230,31,2,19,2439,3,0,1,1270,1,0,170,1841,2,0,7,1525,8,1,7,3174,2,0,2,1075,0,1,1,139,0,7,74,10603,8
2020-06-19,1,25,1035,-1,0,2,323,0,0,12,626,2,0,1,1051,0,0,117,1987,0,5,84,7950,27,0,14,2624,2,4,14,3539,9,4,0,1523,7,18,741,10464,157,0,17,1041,0,0,8,219,1,7,131,4310,26,0,52,2246,1,0,2,1124,1,0,93,1616,-394,1,3,1198,1,2,23,2703,10,0,0,1107,1,1,1,126,0,4,23,10729,2
2020-06-20,0,4,1044,1,0,0,270,0,0,2,753,3,0,6,1019,2,0,0,1918,0,6,34,6315,28,1,2,1838,1,1,14,3401,14,5,4,1481,10,23,276,9314,165,0,21,1070,0,0,0,238,0,6,111,3008,27,2,38,1834,5,0,3,1371,1,0,10,2069,0,0,5,1704,0,0,11,2761,2,1,-1,1096,0,0,0,114,2,4,6,12104,3
2020-06-21,0,1,1083,0,0,0,330,0,0,5,530,4,0,0,643,6,0,1,1562,2,1,57,4238,23,0,6,2705,1,0,4,2155,8,4,5,1268,7,13,183,7825,128,0,12,1309,0,0,13,215,0,6,95,2496,26,0,0,1240,2,0,0,869,0,0,1,1104,2,0,3,1446,5,0,52,2627,3,0,2,720,0,0,1,95,0,0,-1,6085,7
2020-06-22,1,9,164,1,0,0,65,0,0,-3,222,11,0,4,437,1,0,0,1350,7,4,36,2138,22,0,6,1054,0,3,51,1317,8,3,3,932,8,3,345,7776,143,0,28,522,6,0,0,96,3,4,46,1459,7,0,4,1038,0,0,0,293,0,0,0,1096,0,0,1,769,1,4,2,1578,1,0,2,205,0,0,0,847,0,1,-1,5614,2
2020-06-23,0,3,1104,0,0,0,243,0,0,0,453,0,0,6,854,1,0,2,834,10,1,81,4608,17,0,1,764,0,2,65,2760,8,1,-2,1115,4,6,791,6986,62,0,13,840,1,0,0,150,0,4,102,3272,6,2,28,2658,2,0,4,750,-9,0,10,2797,1,0,3,608,1,1,28,3478,6,0,1,1117,0,0,0,-650,0,1,23,5744,3
2020-06-24,1,13,942,1,0,1,274,0,0,0,479,1,0,0,1036,0,0,4,2171,11,9,50,6012,44,0,14,2263,0,1,22,2151,6,2,-7,1216,1,7,757,9099,88,0,26,1501,4,0,0,363,0,7,155,3683,22,1,12,2790,0,0,1,1320,1,0,1,2344,1,-61,447,1405,387,1,11,3866,5,1,1,1007,1,0,0,111,1,0,18,9233,3
2020-06-25,0,8,896,1,0,0,374,0,0,3,830,0,0,0,1021,0,0,1,1983,17,4,49,7838,47,1,3,2245,0,2,17,2159,12,1,15,1562,14,22,383,9832,170,-3,16,1385,2,0,7,227,0,5,64,3558,20,0,5,1896,1,0,2,973,1,0,4,2266,2,0,3,1442,3,0,8,3065,2,0,1,994,0,0,1,148,0,2,24,11367,4
2020-06-26,0,14,792,1,0,0,429,0,0,2,594,0,0,1,1165,3,0,3,1414,3,3,63,4491,42,0,7,2846,2,1,58,2423,13,0,-1,1197,4,16,492,14101,156,0,55,940,2,0,8,516,1,6,105,3940,15,0,21,1684,1,0,2,1124,0,1,0,2291,0,0,4,1463,4,2,10,2781,2,0,1,872,1,0,1,93,0,1,44,7612,5
2020-06-27,0,21,1165,0,0,0,311,0,0,0,599,2,0,0,924,1,0,1,3151,0,0,45,4368,42,0,6,1827,0,1,6,2525,18,1,0,1487,5,2,723,9568,77,0,52,1175,2,0,3,225,0,3,90,2715,11,0,6,1454,0,0,0,805,1,0,0,2348,1,0,2,1638,1,0,8,3220,12,1,-1,867,0,0,0,47,0,0,7,20932,2
2020-06-28,1,53,787,1,0,5,137,0,0,3,405,1,0,6,480,1,0,0,1535,0,1,19,3421,21,0,5,1130,1,0,0,2253,14,1,-1,955,4,13,129,8119,97,0,37,995,0,0,0,166,0,5,17,1977,14,0,1,1546,0,0,0,831,1,0,0,1308,0,0,0,1026,3,0,0,2893,5,0,1,715,0,0,0,74,0,1,32,6593,11
2020-06-29,0,3,264,1,0,0,156,1,0,2,284,2,0,0,318,0,0,2,1686,1,2,24,2721,16,0,2,719,0,0,10,1899,9,0,2,791,7,1,201,7991,78,0,46,268,0,0,0,75,0,2,5,1126,2,0,1,843,0,0,0,296,0,0,4,1058,1,0,1,103,0,1,0,1440,5,0,0,233,0,0,1,86,0,0,1,4861,3
